x,y,RSSI_Sensor_1,RSSI_Sensor_2,RSSI_Sensor_3,RSSI_Sensor_4,Avg_RSSI
0.8888888888888888,3.5555555555555554,-56.922158147252674,-39.91907452169941,-54.91907452169941,-60.230701108910424,-52.99775207489047
1.3333333333333333,3.5555555555555554,-57.384367358465965,-44.434524456659126,-52.95755031766405,-59.434524456659126,-53.55274164736206
1.7777777777777777,3.5555555555555554,-57.980874261538276,-47.891258277333236,-50.659124676221396,-58.67537455633282,-53.80165794285644
2.2222222222222223,3.5555555555555554,-58.67537455633282,-50.659124676221396,-47.891258277333236,-57.980874261538276,-53.80165794285643
2.6666666666666665,3.5555555555555554,-59.434524456659126,-52.95755031766405,-44.434524456659126,-57.384367358465965,-53.55274164736207
3.1111111111111107,3.5555555555555554,-60.23070110891042,-54.91907452169941,-39.919074521699415,-56.922158147252674,-52.99775207489048
3.5555555555555554,3.5555555555555554,-61.04267400137715,-56.62822480630196,-33.94997439161885,-56.62822480630196,-52.06227450139998
4.0,3.5555555555555554,-61.855044490183744,-58.141732242414875,-29.434524456659133,-56.52722406641743,-51.48963131391879
0.0,4.0,-58.061799739838875,-40.0,-58.061799739838875,-62.577249674798594,-54.675212288619086
0.4444444444444444,4.0,-58.141732242414875,-29.434524456659126,-56.52722406641743,-61.855044490183744,-51.48963131391879
0.8888888888888888,4.0,-58.37580834237352,-38.465424326578564,-54.78746565708683,-61.14367474126168,-53.193093266825144
1.3333333333333333,4.0,-58.748162098249,-43.748162098249,-52.779061968168435,-60.457312382851555,-53.9331746368795
1.7777777777777777,4.0,-59.2361004706528,-47.496324196497994,-50.40362458673969,-59.814112435630676,-54.23754042238029
2.2222222222222223,4.0,-59.814112435630676,-50.40362458673969,-47.496324196497994,-59.2361004706528,-54.23754042238029
2.6666666666666665,4.0,-60.457312382851555,-52.779061968168435,-43.748162098249,-58.748162098249,-53.9331746368795
3.1111111111111107,4.0,-61.14367474126168,-54.78746565708683,-38.465424326578564,-58.37580834237352,-53.193093266825144
3.5555555555555554,4.0,-61.855044490183744,-56.52722406641743,-29.434524456659133,-58.141732242414875,-51.48963131391879
4.0,4.0,-62.577249674798594,-58.061799739838875,-40.0,-58.061799739838875,-54.675212288619086
