x,y,RSSI_Sensor_1,RSSI_Sensor_2,RSSI_Sensor_3,RSSI_Sensor_4,Avg_RSSI
0.0,0.0,-40.0,-58.061799739838875,-62.577249674798594,-58.061799739838875,-54.675212288619086
0.4444444444444444,0.0,-29.434524456659126,-58.141732242414875,-61.855044490183744,-56.52722406641743,-51.48963131391879
0.8888888888888888,0.0,-38.465424326578564,-58.37580834237352,-61.14367474126168,-54.78746565708683,-53.193093266825144
1.3333333333333333,0.0,-43.748162098249,-58.748162098249,-60.457312382851555,-52.779061968168435,-53.9331746368795
1.7777777777777777,0.0,-47.496324196497994,-59.2361004706528,-59.814112435630676,-50.40362458673969,-54.23754042238029
2.2222222222222223,0.0,-50.40362458673969,-59.814112435630676,-59.2361004706528,-47.496324196497994,-54.23754042238029
2.6666666666666665,0.0,-52.779061968168435,-60.457312382851555,-58.748162098249,-43.748162098249,-53.9331746368795
3.1111111111111107,0.0,-54.78746565708683,-61.14367474126168,-58.37580834237352,-38.465424326578564,-53.193093266825144
3.5555555555555554,0.0,-56.52722406641743,-61.855044490183744,-58.141732242414875,-29.434524456659133,-51.48963131391879
4.0,0.0,-58.061799739838875,-62.577249674798594,-58.061799739838875,-40.0,-54.675212288619086
0.0,0.4444444444444444,-29.434524456659126,-56.52722406641743,-61.855044490183744,-58.141732242414875,-51.48963131391879
0.4444444444444444,0.4444444444444444,-33.949974391618845,-56.62822480630196,-61.04267400137715,-56.62822480630196,-52.06227450139998
0.8888888888888888,0.4444444444444444,-39.91907452169941,-56.922158147252674,-60.230701108910424,-54.91907452169941,-52.99775207489048
1.3333333333333333,0.4444444444444444,-44.434524456659126,-57.384367358465965,-59.434524456659126,-52.95755031766405,-53.55274164736206
1.7777777777777777,0.4444444444444444,-47.891258277333236,-57.980874261538276,-58.67537455633282,-50.659124676221396,-53.80165794285644
2.2222222222222223,0.4444444444444444,-50.659124676221396,-58.67537455633282,-57.980874261538276,-47.891258277333236,-53.80165794285643
2.6666666666666665,0.4444444444444444,-52.95755031766405,-59.434524456659126,-57.384367358465965,-44.434524456659126,-53.55274164736207
3.1111111111111107,0.4444444444444444,-54.9190745216994,-60.23070110891042,-56.922158147252674,-39.919074521699415,-52.99775207489047
3.5555555555555554,0.4444444444444444,-56.62822480630196,-61.04267400137715,-56.62822480630196,-33.949974391618845,-52.062274501399976
4.0,0.4444444444444444,-58.141732242414875,-61.855044490183744,-56.52722406641743,-29.434524456659126,-51.48963131391879
0.0,0.8888888888888888,-38.465424326578564,-54.78746565708683,-61.14367474126168,-58.37580834237352,-53.19309326682515
0.4444444444444444,0.8888888888888888,-39.91907452169941,-54.91907452169941,-60.230701108910424,-56.922158147252674,-52.99775207489048
0.8888888888888888,0.8888888888888888,-42.980874261538276,-55.29866250067096,-59.302915592046546,-55.29866250067096,-53.22027871373169
1.3333333333333333,0.8888888888888888,-46.14367474126168,-55.88594436010318,-58.37580834237352,-53.465424326578564,-53.46771294257923
1.7777777777777777,0.8888888888888888,-48.949974391618845,-56.62822480630196,-57.47300025262377,-51.37049442514346,-53.60542346892201
2.2222222222222223,0.8888888888888888,-51.37049442514346,-57.47300025262377,-56.62822480630196,-48.949974391618845,-53.605423468922005
2.6666666666666665,0.8888888888888888,-53.465424326578564,-58.37580834237352,-55.88594436010318,-46.14367474126168,-53.46771294257924
3.1111111111111107,0.8888888888888888,-55.29866250067096,-59.302915592046546,-55.29866250067096,-42.98087426153828,-53.22027871373168
3.5555555555555554,0.8888888888888888,-56.922158147252674,-60.230701108910424,-54.91907452169941,-39.91907452169941,-52.99775207489048
4.0,0.8888888888888888,-58.37580834237352,-61.14367474126168,-54.78746565708683,-38.465424326578564,-53.193093266825144
0.0,1.3333333333333333,-43.748162098249,-52.779061968168435,-60.457312382851555,-58.748162098249,-53.9331746368795
0.4444444444444444,1.3333333333333333,-44.434524456659126,-52.95755031766405,-59.434524456659126,-57.384367358465965,-53.55274164736207
0.8888888888888888,1.3333333333333333,-46.14367474126168,-53.465424326578564,-58.37580834237352,-55.88594436010318,-53.46771294257924
1.3333333333333333,1.3333333333333333,-48.263612033208716,-54.232712163289285,-57.294511903128154,-54.23271216328928,-53.50588706572886
1.7777777777777777,1.3333333333333333,-50.40362458673969,-55.174574611181114,-56.21447198182064,-52.406708212292955,-53.5498448480086
2.2222222222222223,1.3333333333333333,-52.406708212292955,-56.21447198182064,-55.174574611181114,-50.40362458673969,-53.5498448480086
2.6666666666666665,1.3333333333333333,-54.23271216328928,-57.294511903128154,-54.232712163289285,-48.263612033208716,-53.50588706572886
3.1111111111111107,1.3333333333333333,-55.88594436010318,-58.37580834237352,-53.465424326578564,-46.14367474126168,-53.46771294257924
3.5555555555555554,1.3333333333333333,-57.384367358465965,-59.434524456659126,-52.95755031766405,-44.434524456659126,-53.55274164736206
4.0,1.3333333333333333,-58.748162098249,-60.457312382851555,-52.779061968168435,-43.748162098249,-53.9331746368795
0.0,1.7777777777777777,-47.496324196497994,-50.40362458673969,-59.814112435630676,-59.2361004706528,-54.23754042238029
0.4444444444444444,1.7777777777777777,-47.891258277333236,-50.659124676221396,-58.67537455633282,-57.980874261538276,-53.80165794285643
0.8888888888888888,1.7777777777777777,-48.949974391618845,-51.37049442514346,-57.47300025262377,-56.62822480630196,-53.60542346892201
1.3333333333333333,1.7777777777777777,-50.40362458673969,-52.406708212292955,-56.21447198182064,-55.174574611181114,-53.549844848008604
1.7777777777777777,1.7777777777777777,-52.01177413145771,-53.626282307455156,-54.91907452169941,-53.626282307455156,-53.545853317016864
2.2222222222222223,1.7777777777777777,-53.626282307455156,-54.91907452169941,-53.626282307455156,-52.01177413145771,-53.54585331701686
2.6666666666666665,1.7777777777777777,-55.174574611181114,-56.21447198182063,-52.406708212292955,-50.40362458673969,-53.5498448480086
3.1111111111111107,1.7777777777777777,-56.62822480630196,-57.47300025262376,-51.37049442514347,-48.949974391618845,-53.605423468922005
3.5555555555555554,1.7777777777777777,-57.980874261538276,-58.67537455633282,-50.659124676221396,-47.891258277333236,-53.80165794285644
4.0,1.7777777777777777,-59.2361004706528,-59.814112435630676,-50.40362458673969,-47.496324196497994,-54.23754042238029
0.0,2.2222222222222223,-50.40362458673969,-47.496324196497994,-59.2361004706528,-59.814112435630676,-54.237540422380285
0.4444444444444444,2.2222222222222223,-50.659124676221396,-47.891258277333236,-57.980874261538276,-58.67537455633282,-53.80165794285644
0.8888888888888888,2.2222222222222223,-51.37049442514346,-48.949974391618845,-56.62822480630196,-57.47300025262377,-53.60542346892201
1.3333333333333333,2.2222222222222223,-52.406708212292955,-50.40362458673969,-55.174574611181114,-56.21447198182064,-53.54984484800859
1.7777777777777777,2.2222222222222223,-53.626282307455156,-52.01177413145771,-53.626282307455156,-54.91907452169941,-53.54585331701686
2.2222222222222223,2.2222222222222223,-54.91907452169941,-53.626282307455156,-52.01177413145771,-53.626282307455156,-53.545853317016864
2.6666666666666665,2.2222222222222223,-56.21447198182063,-55.174574611181114,-50.40362458673969,-52.406708212292955,-53.5498448480086
3.1111111111111107,2.2222222222222223,-57.47300025262376,-56.62822480630196,-48.949974391618845,-51.37049442514347,-53.60542346892201
3.5555555555555554,2.2222222222222223,-58.67537455633282,-57.980874261538276,-47.891258277333236,-50.659124676221396,-53.80165794285644
4.0,2.2222222222222223,-59.814112435630676,-59.2361004706528,-47.496324196497994,-50.40362458673969,-54.23754042238029
0.0,2.6666666666666665,-52.779061968168435,-43.748162098249,-58.748162098249,-60.457312382851555,-53.9331746368795
0.4444444444444444,2.6666666666666665,-52.95755031766405,-44.434524456659126,-57.384367358465965,-59.434524456659126,-53.55274164736207
0.8888888888888888,2.6666666666666665,-53.465424326578564,-46.14367474126168,-55.88594436010318,-58.37580834237352,-53.46771294257923
1.3333333333333333,2.6666666666666665,-54.23271216328928,-48.263612033208716,-54.232712163289285,-57.294511903128154,-53.50588706572886
1.7777777777777777,2.6666666666666665,-55.174574611181114,-50.40362458673969,-52.406708212292955,-56.21447198182063,-53.5498448480086
2.2222222222222223,2.6666666666666665,-56.21447198182063,-52.406708212292955,-50.40362458673969,-55.174574611181114,-53.54984484800859
2.6666666666666665,2.6666666666666665,-57.294511903128154,-54.23271216328928,-48.263612033208716,-54.23271216328928,-53.50588706572886
3.1111111111111107,2.6666666666666665,-58.37580834237352,-55.88594436010318,-46.14367474126168,-53.465424326578564,-53.46771294257923
3.5555555555555554,2.6666666666666665,-59.434524456659126,-57.384367358465965,-44.434524456659126,-52.95755031766405,-53.55274164736206
4.0,2.6666666666666665,-60.457312382851555,-58.748162098249,-43.748162098249,-52.779061968168435,-53.9331746368795
0.0,3.1111111111111107,-54.78746565708683,-38.465424326578564,-58.37580834237352,-61.14367474126168,-53.193093266825144
0.4444444444444444,3.1111111111111107,-54.91907452169941,-39.919074521699415,-56.922158147252674,-60.23070110891042,-52.99775207489048
0.8888888888888888,3.1111111111111107,-55.29866250067096,-42.98087426153828,-55.29866250067096,-59.302915592046546,-53.22027871373169
1.3333333333333333,3.1111111111111107,-55.88594436010318,-46.14367474126168,-53.465424326578564,-58.37580834237352,-53.46771294257923
1.7777777777777777,3.1111111111111107,-56.62822480630196,-48.949974391618845,-51.37049442514347,-57.47300025262376,-53.60542346892201
2.2222222222222223,3.1111111111111107,-57.47300025262376,-51.37049442514347,-48.949974391618845,-56.62822480630196,-53.60542346892201
2.6666666666666665,3.1111111111111107,-58.37580834237352,-53.465424326578564,-46.14367474126168,-55.88594436010318,-53.467712942579226
3.1111111111111107,3.1111111111111107,-59.302915592046546,-55.29866250067096,-42.98087426153828,-55.29866250067096,-53.22027871373169
3.5555555555555554,3.1111111111111107,-60.23070110891042,-56.922158147252674,-39.919074521699415,-54.91907452169941,-52.99775207489048
4.0,3.1111111111111107,-61.14367474126168,-58.37580834237352,-38.465424326578564,-54.78746565708683,-53.193093266825144
0.0,3.5555555555555554,-56.52722406641743,-29.434524456659133,-58.141732242414875,-61.855044490183744,-51.48963131391879
0.4444444444444444,3.5555555555555554,-56.62822480630196,-33.949974391618845,-56.62822480630196,-61.04267400137715,-52.062274501399976
